"Tags","Testname","Result","Note"
"TS_TH_001 ","Kiểm tra tự động mở danh mục truyền hình ở top left navigation bar","passed",""
"TS_TH_010 ","Kiểm tra chọn play kênh không yêu cầu đăng nhập ở các block khi chưa đăng nhập tài khoản","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_011 ","Kiểm tra chon play kênh miễn phí có yêu cầu đăng nhập ở các block kênh khi chưa dăng nhập tài khoản","passed",""
"TS_TH_012 ","Kiểm tra mở kênh thuộc gói SMAX ở màn hình danh sách kênh khi chưa đăng nhập tài khoản tài khoản có gói SMAX","failed","Seleted CHANNEL_SMAX is null"
"TS_TH_012 ","Kiểm tra mở kênh thuộc gói SVIP ở màn hình danh sách kênh khi chưa đăng nhập tài khoản tài khoản có gói SVIP","failed","INFO: Selected Item Info Selected Item: HBO HD of Block: Kênh HBO GO
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [HBO HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [HBO HD], actual Text:  actual:  ,expect: HBO HD"
"TS_TH_012 ","Kiểm tra mở kênh thuộc gói K+ ở màn hình danh sách kênh khi chưa đăng nhập tài khoản tài khoản có gói K+","failed","INFO: Selected Item Info Selected Item: K+ Sport 2 of Block: Kênh K+
Check [Text Player Title in Player Page] has text: [K+ SPORT 2], actual Text: 74. K+ SPORT 2
"">>>> Check [Text Player Title in Player Page] has text: [K+ SPORT 2], actual Text: 74. K+ SPORT 2 actual: 74. K+ SPORT 2 ,expect: K+ SPORT 2"
"TS_TH_002 ","Kiểm tra chọn sự kiện tiếp sóng không yêu cầu login khi chưa đăng nhập tài khoản","passed",""
"TS_TH_003 ","Kiểm tra đăng nhập tài khoản thành công từ popup đăng nhập sau khi chọn sự kiện tiếp sóng miễn phí","failed","Element Option 'Bellator 294 - Carmouche vs. Bennett 2: Phát lại' in menu not null
"">>>> Element Option 'Bellator 294 - Carmouche vs. Bennett 2: Phát lại' in menu not null actual: false ,expect: true"
"TS_TH_004 ","Kiểm tra đăng nhập tài khoản có gói từ popup đăng nhập sau khi chọn sự kiện tiếp sóng thuộc gói SMAX","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SMAX expected [true] but found [false]"
"TS_TH_004 ","Kiểm tra đăng nhập tài khoản có gói từ popup đăng nhập sau khi chọn sự kiện tiếp sóng thuộc gói SVIP","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SVIP expected [true] but found [false]"
